id,category,headline,content
0,1, New Jersey Flood Relief Bill Would Put Millions of Taxpayers at Risk: Report ,"&lt;p&gt;The New Jersey Flood Relief Plan, if passed, would require people in New Jersey to pay more in taxes to the state treasury than what the plan requires, according to a report Monday by the Institute for Justice, one of the groups pushing the measure.&lt;p&gt;&lt;p&gt;The plan, which would see New Jersey “pay ‘less than $400 per person’ in payroll taxes for every dollar spent,” is modeled on an existing state tax bill that was passed last year to fund relief to the needy.&lt;p&gt;&lt;p&gt;“If New Jersey did not pay this amount of tax, the state would receive $1.3 billion in additional federal money for rebuilding and rebuilding the state,” according to the report, which was prepared by the Institute for Justice and funded by a combination of state and federal aid.&lt;p&gt;&lt;p&gt;The report, which was prepared at the request of the governor’s office, cites New York, which has a similar scheme. The governor proposed the plan for New Jersey in 2018.&lt;p&gt;&lt;p&gt;The federal relief package would be funded by a $425 million grant from the General Fund and a $500 million grant from the Internal Revenue Service.&lt;p&gt;&lt;p&gt;The Institute for Justice wrote that the plan could generate “considerable upward pressure” on the state’s revenue, particularly given the state is in a very weak economy.&lt;p&gt;"
0,1, Fidelity Digital Assets’ Cryptocurrency Is Now Preparing for an IPO ,"&lt;p&gt;Cryptocurrency investment firm Fidelity Digital Assets (FDIA), the world’s largest investment firm, is entering the cryptocurrency space.&lt;p&gt;&lt;p&gt;Fidelity Digital Assets’s parent company, Digital Currency Group, has announced it will open up a crypto custody subsidiary in partnership with New York State’s Office of the Comptroller of the Currency.&lt;p&gt;&lt;p&gt;“With this partnership, Fidelity Digital Assets will become a leading cryptocurrency custodian in the state of New York and will continue providing crypto services to our clients throughout New York City and the surrounding region,” a press release from the firm said.&lt;p&gt;&lt;p&gt;FDIA has been the first company to publicly announce a cryptocurrency custody subsidiary, although the FCA did so at the height of the coronavirus pandemic, at the height of the Nasdaq crypto-indexing craze in 2018.&lt;p&gt;&lt;p&gt;Cryptocurrency exchange Coinbase has yet to file a form of capital gains tax claim.&lt;p&gt;&lt;p&gt;Cryptocurrency mining, a form of gambling, is a popular hobby among crypto traders, but it’s still frowned upon for the non-trivial number of crypto miners that are still operating.&lt;p&gt;&lt;p&gt;The Crypto-Asset Alliance recently announced a Crypto Fund. The crypto-asset alliance has also announced plans to create a Crypto Trust Fund.&lt;p&gt;"
0,1, Algorithmic Algorithmic Stocks to Buy 100 More Crypto Custodians in January ,"&lt;p&gt;Backed by investment bank Digital Asset Group, Algorithmic has started trading on the crypto markets and is planning to buy 100 more of the firm’s crypto custody systems, Bloomberg reported.&lt;p&gt;&lt;p&gt;Read more: Algorithmic Is Building the Future of Digital Assets With Blockchain, Not Just Trading&lt;p&gt; "
0,1, German retail sales fall last month - business survey ,"&lt;p&gt;BERLIN  - Retail sales in Germany slumped last month in a business survey that suggested they are now slipping further.&lt;p&gt;&lt;p&gt;A survey of companies by the German Retail Federation (ARB) showed a decline in German retail sales in January compared with the previous month, which was the first month of contraction in the survey period.&lt;p&gt;&lt;p&gt;The decline, which compared with a one-month low of 4.8% in December, was the largest in the survey period and came despite the recovery in consumer spending in recent months.&lt;p&gt;&lt;p&gt;The decline in the new-home buyer purchasing managers’ survey also saw the first fall of a fourth consecutive month in February, down from the same month a year earlier.&lt;p&gt;&lt;p&gt;Retail sales fell 3.5% last month on an annual basis, compared with a year earlier.&lt;p&gt;&lt;p&gt;Compared with last month, retail sales rose by a record 49.4% in January, the biggest monthly decline in a year.&lt;p&gt;&lt;p&gt;The German government, which started to look into the sector in October, said last month that it expected retail sales to slow last year.&lt;p&gt;&lt;p&gt;That will be partly because the government expects the purchasing managers’ survey to provide a better picture of the recovery in consumer spending this year and that they will continue to do so this year as the government reviews the impact of the COVID-19 pandemic on the economy, which began this month.&lt;p&gt;"
0,1," Avanti, the French bank holding back on lending to the euro area, will lend out 1.6% to investors on loans at the end of the month ","&lt;p&gt;  - Avanti Bank will start lending at its Paris-based endowment on a quarterly basis this year, a senior executive from the bank said on Thursday.&lt;p&gt;&lt;p&gt;The bank, which has some 200,000 employees in France, aims to double its global operations this year to 3 million employees.&lt;p&gt;&lt;p&gt;Its share price increased 0.3% last week to close at $3.50 after the announcement.&lt;p&gt; "
0,1, Ripple Creditors Will Now Pay Employees to Raise ‘Corporate Self-Interest’ ,"&lt;p&gt;The Ripple co-founder and CEO, who is also a shareholder of the digital assets startup ConsenSys, says his firm has a “corporate self-interest” requirement for new hires to make “business decisions”.&lt;p&gt;&lt;p&gt;“There’s an element of the self-interest that people often have,” Ripple said in an interview. “This is a good thing.”&lt;p&gt;&lt;p&gt;Read more: Ripple’s CEO Says Bitcoin Is Not a Security, but a Tool for Corporate Governance&lt;p&gt;&lt;p&gt;“I can go and make an employee’s first decision on a particular issue, then, if that matters to me personally and I feel comfortable having a more flexible view of how it should be done in the future, I can also make a shareholder’s second decision.”&lt;p&gt;&lt;p&gt;Read more: ‘All I’m saying is there’s an element of self-interest that can exist in corporate culture that isn’t necessarily sustainable for the company in the long run,” Ripple CEO Brad Garlinghouse said.&lt;p&gt;&lt;p&gt;Ripple says its employees will now be paid based on the quality of their performance over time as the firm scales up to meet the need for more employees, in addition to the salary they earn now. &lt;p&gt;"
0,1, Algorand’s Crypto Platform Goes Live on Ethereum ,"&lt;p&gt;A new version of Algorand, a decentralized exchange, has been released on Ethereum as of Sunday.&lt;p&gt;&lt;p&gt;See also: DeFi DeFi Alliance Unlocks $2M in Series A Funding Round for Algorand&lt;p&gt; "
0,1, Covid-19: A Complex Process That Wants to Fix ,"&lt;p&gt;Cryptocurrency trading platform Covid-19 is on track to go live, with plans to introduce new features in the second half of 2021.&lt;p&gt;&lt;p&gt;According to a release by its developer community group, the startup launched its inaugural ICO in July 2019, launching on Ethereum, using the “Ethereum Proof-of-Stake (PoS) network.” Covid-19 is said to be a project that will attempt to address both “market-wide liquidity issues (which are related to low fees) and ‘blockchain governance challenges (which are related to government regulatory risk) by providing governance tokens to participants.”&lt;p&gt;&lt;p&gt;However, with the addition of Ethereum to the mix, Covid-19 is now a limited liability company, the release states. “By virtue of the nature of Covid-19’s business model, it is impossible to know if Covid-19 can be integrated in other projects in future,” the release reads.&lt;p&gt;&lt;p&gt;See also: Why Crypto Is Not a Crime, It’s a Strategy&lt;p&gt;&lt;p&gt;As such, users of Covid-19 will receive a digital coin called Covid-19, which is an ERC-20 token that has no value or redeemable in the form of cash, according to the release. &lt;p&gt;&lt;p&gt;It will also be available as an alternative to U.S. dollars with an agreed-upon transfer amount of $10 million (USDC), according to the release.&lt;p&gt;"
0,1, New Jersey Crypto Bank Plans to Issue License for Crypto Service in New Jersey ,"&lt;p&gt;Cryptocurrency investment bank Securitize, which also handles credit and custody for crypto investors, has filed a application with the New Jersey Department of Financial Services, which is slated to open in early 2021.&lt;p&gt;&lt;p&gt;Read more: Securitize Now Provides Custody Services to Crypto Debit Cardholders in New Jersey&lt;p&gt; "
0,1, Praetor Raises $2.4M Funding Round Led by Binance Capital ,"&lt;p&gt;Praetor, a decentralized exchange (dEX) that allows for decentralized applications (dapps) to trade, is raising $2.4 million from Binance Capital and other investors.&lt;p&gt;&lt;p&gt;See also: Crypto Exchange Raises $5.5M Funding Round Led by Binance Capital&lt;p&gt; "
0,1, E-commerce giant Rakuten to Invest $500M in Bitcoin Research ,"&lt;p&gt;Founded by former Rakuten staffer Sumit Gupta in 2013, eToro is a blockchain project developed by the eToro Foundation and its partners. The project uses the bitcoin’s block reward as a mathematical proof to show how the bitcoin itself (oracle tokens) work in real-life.&lt;p&gt;&lt;p&gt;Rakuten’s first project was to provide bitcoin trading on Rakuten Network. Rakuten Network enables decentralized finance (DeFi) platforms to offer high-performance trading for bitcoin. Rakuten, founded by Sumit Gupta in 2015, raised a total of $500 million in 2018.&lt;p&gt;&lt;p&gt;In 2019, Rakuten released the first eToro wallet, the eToro ERC-20 Wallet. The wallet enables users to earn bitcoin on eToro’s ERC-20 token.&lt;p&gt;&lt;p&gt;In 2019, eToro launched a proof-of-concept for its bitcoin mining machine, called the EMR-2.1 mining machine. EMR-2.1 was a proof-of-stake protocol in the Bitcoin mining industry.&lt;p&gt;&lt;p&gt;Read more: Rakuten’s Bitcoin Mining Machine Becomes the First Crypto Firm to Launch On Ethereum&lt;p&gt;&lt;p&gt;In 2015, Rakuten released the ERC-20’s ERC-20 “Proof-of-Stake” protocol, which was based on the Proof of Stake (PoS) standard. The ERC-20 protocol uses a novel algorithm called XRP to mine bitcoin."
0,1, Rome’s Flood Relief Program Raises $120M in Funding ,"&lt;p&gt;Rome’s federal disaster relief program has raised a total of $120 million, the National Enquirer reported on Tuesday.&lt;p&gt;&lt;p&gt;The money came from a $20 million federal grant, the first phase of which was announced Tuesday by the Department of Homeland Security. The grants came after a $12 million funding round from the Bank of England and the New York State Department of Finance.&lt;p&gt;&lt;p&gt;Rome’s emergency cash relief program is aimed at low- and middle-income Americans. The aid covers areas as remote as a low-lying area such as floodplains in northwestern Italy and central New York City. In addition, roughly $6.7 million is earmarked for schools and non-profits that receive grants from state and local governments.&lt;p&gt;&lt;p&gt;The program also includes federal disaster relief, such as a program for water pipes and food pantries in the country.&lt;p&gt;&lt;p&gt;The $12 million funding came from the Departments of Justice, Homeland Security and Energy, according to the report. The $20 million funding round was led by the National Institute of Standards and Technology, which previously invested in Rheinmetall, the Rome-based entity that is responsible for the project.&lt;p&gt; "
0,1, Fidelity Investments Cents Bitcoin Investment Firm to Launch Crypto Fund in Q4 ,&lt;p&gt;Fidelity Investments has launched a cryptocurrency investment firm for its bitcoin investment firm in the fourth quarter.&lt;p&gt;&lt;p&gt;See also: Fidelity Investors Pull Out of Bitcoin Fund Following Crypto Hacks&lt;p&gt; 
0,1, S&P 500 LEND Team Rolls Out $100M Token Sale for Crypto ,"&lt;p&gt;S&P 500, the digital asset finance protocol, announced Monday that it is starting to sell its token sale to accredited investors for up to $100 million.&lt;p&gt;&lt;p&gt;Announced Tuesday, the sale, which opened on the day the exchange announced its investment in S&P 500, was a $30 million raise, a portion of the overall initial coin offering (ICO) and a partial $50 million tokenization. The tokens were not specifically targeted for token sales.&lt;p&gt;&lt;p&gt;Read more: NYSE: S&P 500 Launches Token Sale for Crypto Fund, Rival Market&lt;p&gt;&lt;p&gt;As reported by CNBC’s Alex Wong, the firm now has enough liquidity to raise $100 million via a partnership with Anchorage Securities.&lt;p&gt;&lt;p&gt;“I am thrilled that our investment in S&P 500 represents an investment in the future of crypto as we see it for what it is and also see the opportunities in the decentralized finance (DeFi) space,” said Wong.&lt;p&gt;&lt;p&gt;The total sale for the crypto fund was worth approximately $8.9 billion in total volume, according to a press release.&lt;p&gt;&lt;p&gt;As of press time, S&P 500 had sold 1.8 million shares so far, according to its website.&lt;p&gt; "
0,1," A New York Times Opium Exchange Plans to Buy Crypto, Bringing Bitcoin to New York Public Blockchains ","&lt;p&gt;The New York Times is setting up shop on a major new platform that could soon become a crypto exchange.&lt;p&gt;&lt;p&gt;According to Bloomberg Businessweek, the firm is considering setting up shop in Brooklyn, N.Y.&lt;p&gt;&lt;p&gt;The firm also plans to build out its own decentralized finance (DeFi) platform with a focus on financial services, according to Bloomberg.&lt;p&gt;&lt;p&gt;Also read: Crypto Exchange BitGo Rolls Out First New Platform That Lets Users Record BitGo Transactions&lt;p&gt; "
0,1, Finance Is Building the World’s First Institutional Crypto Fund ,"&lt;p&gt;Crypto and blockchain firms are using an array of institutional-grade funding options as part of a new fund called the Foothold Fund.&lt;p&gt;&lt;p&gt;The Foothold Fund has been launched by JPMorgan Chase, Pantera Capital and Fidelity in partnership with Digital Currency Group (DCG), and offers exposure to institutional clients such as institutional-grade crypto exchanges as well as a portfolio of institutional crypto firms.&lt;p&gt;&lt;p&gt;Read more: JPMorgan Chase to Begin Initial Regulatory Work for Institutional Crypto Trading in 2021&lt;p&gt; "
0,1, Fidelity Investments Is Now Paying Money Back in Bitcoin ,"&lt;p&gt;Fidelity Investments, which invested in bitcoin and other cryptocurrencies last year, announced Monday it has been paid $13 million in compensation for making payments to customers in the cryptocurrency sector, as reported by CNBC.&lt;p&gt;&lt;p&gt;The disclosure marks a return of nearly $800 million over three years, according to the firm’s own data.&lt;p&gt;&lt;p&gt;The amount of the payout is $3 million per year, matching the firm’s $6.9 million paid out to hedge fund employees in 2012.&lt;p&gt;&lt;p&gt;“We believe this payment represents a major milestone,” Fred Ehrsam, Fidelity’s chief investment officer, said of the settlement. “It was a major milestone for us. It’s the first time we’ve paid out a significant amount of compensation,” he said.&lt;p&gt; "
0,1," R3 Is Avant-Faire, and Everyone Is Talking About It ","&lt;p&gt;R3’s governance model is so radical that it may be best described as a paradox.&lt;p&gt;&lt;p&gt;There are two ways in which R3 could function as a corporation, both of which require the ability to wield a vast amount of control over its entire ecosystem, especially over software. The first is to provide an entirely new type of governance structure with a fully transparent and decentralized framework, one that operates on a wide range of open standards such as open standards, permissioned open source and the like.&lt;p&gt;&lt;p&gt;The second is to become a fully autonomous corporation, which requires an entirely new type of governance structure, one that operates on an entirely new type of standards such as open standards and permissioned open source.&lt;p&gt;&lt;p&gt;This means that any changes made to the governance framework must be carried out by multiple parties, without a single intermediary – and with all parties acting independently. The R3 governance model is designed for this purpose, not a decentralized model of governance, and is structured in such a way that anyone with a “root view” of the governance structure can view it as either a node or a delegation of the responsibility to be a node.&lt;p&gt;&lt;p&gt;These two approaches together make the R3 governance model the ideal framework for the development and implementation of distributed applications, which in turn will enable the development of decentralized technology that runs on open standards.&lt;p&gt;&lt;p&gt;See also: Oracle – R3 Governance Model Is Inevitable&lt;p&gt;"
0,1, Bitcoin Miner Maker Lava Labs Gets US Patent for a Cryptographic Infrastructure for DeFi ,"&lt;p&gt;Crypto miner manufacturer Lava Labs has secured an application to build a secure, scalable and public-private network that could use blockchain technology to deliver the services of distributed ledger software.&lt;p&gt;&lt;p&gt;Also read: Why The Ethereum Network Is a Complex Game for Blockchain Tech&lt;p&gt; "
0,1, The Crypto Scene Is Changing Fast: Report ,"&lt;p&gt;The crypto scene is entering a new phase.&lt;p&gt;&lt;p&gt;There have been dozens of reports of big names on the scene, but in the last several months there has been an increase in the number of individuals joining the crypto scene. The numbers are astonishing.&lt;p&gt;&lt;p&gt;See also: Crypto’s ‘Sick’ Job Is Coming to a Crypto Startup&lt;p&gt;&lt;p&gt;The cryptocurrency industry has always been very diverse. From bitcoiners to miners, from crypto-takers to venture capitalists, everyone has had a background in the business. However, there has been a rapid growth for the entire industry, both online and off, which has led to a need for professionals in the crypto community to work.&lt;p&gt;&lt;p&gt;There are a lot of reasons for that, and they are many. Crypto is one of the most trafficked markets today, with over 1,000 exchanges trading around $350 million in daily volume. The cryptocurrency industry has been steadily expanding since the last cryptocurrency hack in August 2018.&lt;p&gt;&lt;p&gt;In the crypto world, companies can be very difficult to find and to maintain employees. Many companies have made a move, hiring many more people than they were originally intended to. However, many companies do not have employees to maintain in the first place, leading to problems like hiring staff.&lt;p&gt;"
0,1, Seedo’s Bitcoin Fund Gets Priority Priority Access to Institutional Investors After Token Sale ,"&lt;p&gt;Blockseed, a U.S.-based venture capital firm that’s part of the seed-owning bitcoin fund, is moving into institutional investors after a $50 million seed round.&lt;p&gt;&lt;p&gt;Announced Tuesday, Seedo Capital Partners has been selected by investment management giant Seedo Capital as the first firm to receive an “institutional” position in its bitcoin fund following its $1.3 million Series B funding round from Coinbase Ventures.&lt;p&gt;&lt;p&gt;“We are thrilled to announce Seedo’s first investment in bitcoin fund, as the company makes a remarkable investment in crypto asset technology,” Seedo Capital Chairman Chris Powell told CoinDesk via email. “The seed round and participation of the entire investment team make this a crucial milestone for us as we take on a new industry.”&lt;p&gt;&lt;p&gt;Seedo currently has $1.3 million in seed funding in the Series B round and hopes to further expand its capital base after raising an additional $4 million in Series A funding from investment firms including Coinbase Ventures, Binance, Square, Circle and Genesis Capital.&lt;p&gt;&lt;p&gt;The Series A round brought seed funding for seed funds on par with BitShares’ existing $1.9 million Series B round. A second round of funding also brings the seed fund’s total to $1.55 million, said Powell, who is joined by Jack Dorsey, the CEO of ConsenSys Ventures.&lt;p&gt;"
0,1, Dune Blockchain Pushes Blockchain Advocacy Into the Sky ,"['&lt;p&gt;The global financial sector’s regulatory fight over blockchain has become one of the most critical in modern governance. In the wake of the 2020 Tokyo Decade, blockchain-based legal tools have gained widespread traction and were later adopted by regulators such as the Financial Action Task Force (FATF).&lt;p&gt;&lt;p&gt;In the same vein, blockchain-based governance can help establish a framework to ensure the security of data and processes. Blockchain-based technology has become a core pillar of the global financial system.&lt;p&gt;&lt;p&gt;For example, in the United States the U.S. Securities and Exchange Commission (SEC) recently approved a blockchain-based blockchain pilot to provide consumers with audited financial statements, which should help ensure that financial companies and regulators are adequately monitoring financial intermediaries.&lt;p&gt;&lt;p&gt;A key area for blockchain is its ability to identify the types of securities the issuer of a securities is providing a client, and, if necessary, identify how financial companies are performing in the marketplace.&lt;p&gt;&lt;p&gt;The blockchain pilot was led by IBM, which received the $20 million seed round from Deloitte. The startup’s blockchain-based compliance tools will be used by companies such as Oracle, which recently announced the launch of the IBM Blockchain Platform.&lt;p&gt;&lt;p&gt;The pilot is a proof-of-concept, which provides a framework for the development and deployment of blockchain-based compliance tools.&lt;p&gt;&lt;p&gt;Read more: IBM Blockchain Platform Raises $2.1M in Seed Round From Oracle Ventures']"
0,1, Seychelles’ COSPR-Listed Crypto Miner Sees New Clients ,"['&lt;p&gt;Zircon is preparing for a new client: a publicly traded miner.&lt;p&gt;&lt;p&gt;See also: Bitmain Pushes Into Asia With New Pool, Crypto Mining Service&lt;p&gt; ']"
0,1, China's new home prices hit record high ,"['&lt;p&gt;BEIJING, March 25  - Chinese new home prices hit a new record high in March, official data showed on Monday, hitting a record high as demand for new homes soared in recent months.&lt;p&gt;&lt;p&gt;New home prices jumped at a faster pace than previously forecast for a record high, with new home prices in five major cities rising in March.&lt;p&gt;&lt;p&gt;Prices for single-family detached homes jumped at their highest level in eight months, data from the Ministry of Industry, Industry, Energy and Food showed.&lt;p&gt;&lt;p&gt;Property investment in major cities increased at their fastest pace in seven months.&lt;p&gt;&lt;p&gt;New home prices are seen as a way to boost economic growth while maintaining affordability, the statistics agency said in a statement.&lt;p&gt;&lt;p&gt;China’s average monthly new home price jumped 2.8% in March from February, the highest monthly level on record. The data showed new home prices are currently trading at a year-high of 459.93 million yuan ($5.17 billion).&lt;p&gt; ']"
0,1, Mt. Gox and Bitmain Joins Forces to Fight Bitcoin-Backed Hacking Tech ,['&lt;p&gt;Mt. Gox is joining forces with Bitmain to battle the growing threat from bitcoin-backed hacktivists.&lt;p&gt;&lt;p&gt;See also: Bitcoin Hacking Startup Bitmain Is Now Under Investigation for ‘Disabling Protocol Execution’&lt;p&gt; ']
0,1, Bitcoin Miner Bittrex Launches Bitcoin Miners and Plans to Add 10 More in Q4 ,"['&lt;p&gt;Bittrex, the cryptocurrency mining business, has partnered with Bitpanda, an early-stage bitcoin mining platform that will allow customers to buy and sell bitcoin for a fraction of the cost of wholesale.&lt;p&gt;&lt;p&gt;According to the announcement, Bittrex has added 10 bitcoin miners to its fleet. The companies said the firm plans to add a total of 200 miners in the fourth quarter of 2021.&lt;p&gt;&lt;p&gt;Bittrex is now working on the integration of the bitcoin mining platform with Bitpanda’s network of more than 4 million machines.&lt;p&gt;&lt;p&gt;Read more: Mining Pool Bitpanda Launches on Bittrex’s Blockchain, Using Ethereum, Polkadot&lt;p&gt; ']"
0,1, Binance Launches Direct Listing to All Crypto Lending Lending Platforms ,"['&lt;p&gt;Binance is bringing digital lending service Direct Listing to crypto lending platforms across Europe, in addition to Binance itself.&lt;p&gt;&lt;p&gt;The move comes as a slew of exchanges, banks and digital asset firms prepare to launch new lending offerings on Binance. Binance also said it will bring bitcoin-for-Bitcoin lending products to existing bitcoin lenders, with additional lending products being developed in the future.&lt;p&gt;&lt;p&gt;Read more: Digital Asset Firms Are Bringing Bitcoin and Cash to Crypto Lending, But Will That Be Enough to Keep Investors From Lending&lt;p&gt; ']"
0,1, Sterling Exchange Hires Blockchain Consultant to Help Its Marketplaces Tackle Fraud ,"['&lt;p&gt;A global blockchain company is hiring a blockchain tech specialist.&lt;p&gt;&lt;p&gt;Read more: Crypto Exchange Gemini Plans New Deal With New Investor, Rarible Venture&lt;p&gt; ']"
0,1, Gross Domestic Product Up 3.2% on Stablecoin Boost ,"['&lt;p&gt;LONDON, Feb 9  - Gross domestic product rose 3.2% on stablecoins backed by a surge in demand, while a rebound in cryptocurrency holdings helped fuel a surge in demand for products from abroad, data showed on Monday.&lt;p&gt;&lt;p&gt;Rising COVID-19 infections and a global pandemic lockdown have put a dent in demand for services, while a third wave of coronavirus infections and a surge in new infections last year prompted inflation to fall in January.&lt;p&gt;&lt;p&gt;While the pound rose slightly against the euro, the rise in prices for non-alcoholic beverages edged up against the euro.&lt;p&gt;&lt;p&gt;“The headline economic data confirms what we had known before: that GDP growth slowed in January,” the International Monetary Fund said in a statement.&lt;p&gt;&lt;p&gt;Gross domestic product rose 1.1% on the New York Mercantile Exchange (NYMEX) “equivalent” to 0.9% in 2020, the IMF said.&lt;p&gt;&lt;p&gt;The report said exports and exports of new digital currencies, which have surged in recent weeks, contributed to a rise in spending on household goods such as clothing and footwear.&lt;p&gt;&lt;p&gt;“Digital currencies allow consumers to access and interact with a range of products and services more quickly and cheaply than traditional currencies,” said Pollyanna Cotten, chief economist at Capital Economics.&lt;p&gt;']"
0,1, Coinbase’s Crypto Firms Are Now Accepting Direct DeFi ,"['&lt;p&gt;Coinbase, the popular fintech firm behind the U.S. dollar, has launched a crypto exchange that lets users trade cryptocurrencies directly with other Coinbase clients.&lt;p&gt;&lt;p&gt;Also read: Coinbase Adopts Direct DeFi for $20M Seed Round&lt;p&gt; ']"
0,1, Binance-Ethereum Partners With German Payments Firm Pantera to Power Blockchain Services in 2021 ,"['&lt;p&gt;Cryptocurrency exchange Binance-Ethereum (BEE) has partnered with Pantera International, the German payments company that makes payments to users.&lt;p&gt;&lt;p&gt;Announced Monday, the newly formed Binance-Ethereum team will provide security services to the German company while it is working with Pantera to scale Binance-Ethereum’s services to the region of Germany. Pantera’s new partnership with the Swiss investment bank comes as Binance, which has been working on blockchain integration for years, continues its efforts to make payments in the emerging digital assets space.&lt;p&gt;&lt;p&gt;“Binance-Ethereum has made an important contribution to the development of the new financial services infrastructure and it’s good to see a positive development from Binance-Ethereum’s new team members,” said Pantera CEO and COO Dan Holm. “We are very excited to provide Binance-Ethereum with an enabling platform that will give the world the digital asset services they want, regardless of where the blockchain is located.”&lt;p&gt;&lt;p&gt;Binance-Ethereum is still in its infancy, and is not designed to scale directly to users or even scale quickly. But the firm’s existing network of stablecoins has helped the platform to build more than 70 percent of the network’s total assets in the past six months.&lt;p&gt;']"
0,1, Visa’s $1B Blockchain-Based Card Buys US Retailer for $350M ,"['&lt;p&gt;Two blockchain-based cards, also called “Visa Digital Cash,” are being offered on the exchange’s blockchain platform.&lt;p&gt;&lt;p&gt;See also: Visa to Add Visa Card Buys to $250M in Q1 2020&lt;p&gt; ']"
0,1, New Jersey House Bill Would Allow Custodians to Offer Crypto Services ,['&lt;p&gt;The Jersey House of Delegates has passed a bill that would make it easier for crypto custodians to offer services to customers.&lt;p&gt;&lt;p&gt;Read more: Custody Firm Custody Now Supports ‘Blockchain’ Services&lt;p&gt; ']
0,1, Kraken Is Buying Crypto Custody Firm Staking Platform CryptoLabs ,"['&lt;p&gt;A crypto custody startup announced Friday it is purchasing Staking Services from Kraken, an app-based blockchain custodian, and is bringing it to users on iOS and Android platforms.&lt;p&gt;&lt;p&gt;Also read: Bitstamp, Staking Services Set to Launch on Android for One Year, Months&lt;p&gt; ']"
0,1," Ripple Joins Crypto Custody Service, Adds Institutional Institutional Reach ","['&lt;p&gt;Ripple has joined the institutional scene in providing custody services to institutional clients.&lt;p&gt;&lt;p&gt;The firm has partnered with an institutional partner, Institutional Payments Solutions, as well as several other cryptocurrency wallet providers such as Coinbase, Kraken, and Xapo, according to a filing with the U.S. Securities and Exchange Commission (SEC).&lt;p&gt;&lt;p&gt;“Ripple has grown its custodial offering to be more institutional and institutional-grade,” the firm wrote. “This gives crypto clients greater access to the blockchain-based solutions offered by traditional banks and financial institutions in the United States and internationally.”&lt;p&gt;&lt;p&gt;Ripple has a long-running history of providing security services to banks and institutions. At the beginning of last year, Ripple announced it was launching an integrated custody business.&lt;p&gt;&lt;p&gt;Crypto services and institutional services for institutional clients are a familiar fit. In September 2020, Ripple partnered with crypto exchanges and payments companies to provide financial services to crypto startups.&lt;p&gt;&lt;p&gt;As part of the deal, Ripple will allow institutions and institutions to hold crypto-backed stablecoins backed by traditional assets such as bitcoin, bitcoin cash, ether or dai, respectively.&lt;p&gt;&lt;p&gt;Ripple also partnered with several institutions and institutions in Asia to offer crypto services. A statement on Tuesday, issued by the firm, said the partnership would bring more liquidity to crypto businesses in the region, including in the crypto sector.&lt;p&gt;']"
0,1, Algorand’s Plan to Raise $1B in 2020 for a New Crypto Trust ,"['&lt;p&gt;Announced Wednesday, Algorand’s new crypto trust has a new name, the Crypto Trust Trust Fund.&lt;p&gt;&lt;p&gt;The Crypto Trust Fund, which has already raised $1.7 billion in funding from more than two dozen investors, will now include over $1 billion in capital, according to a press release. It will be co-managed by Algorand co-founder Pavel Bilev.&lt;p&gt;&lt;p&gt;In addition to the Crypto Trust Fund, Algorand has already added Coinbase Ventures as the trustee. The partnership also means that Algorand’s existing Crypto Trust Fund will be rebranded to the Crypto Trust Fund Trust Fund, as Bilev said in a press release.&lt;p&gt;&lt;p&gt;“We are thrilled to bring Crypto Trust Fund to market,” Bilev said in a statement. “It’s a testament to the strong support Coinbase has given to Crypto Trust Fund since its founding in 2018. We look forward to supporting Crypto Trust Fund in future plans.”&lt;p&gt;&lt;p&gt;Update (April 15, 16:50 UTC): Adds statement from Algorand about new custody and fee structures.&lt;p&gt; ']"
0,1," NFTs Are Consensus Dominant, Says Blockchain Firm CoinGecko ","['&lt;p&gt;NFTs are everywhere and they are now dominant. They help the decentralized finance (DeFi) industry with decentralized exchanges (DEXs), decentralized exchange (DEXs), and the decentralized financial services (DeFi) space.&lt;p&gt;&lt;p&gt;However, the next generation of NFTs is not going to be all about blockchain adoption. The new generation of NFTs are focused on blockchain-based autonomous entities (DAOs). As such, they’re about the technology itself, not the transaction data.&lt;p&gt;&lt;p&gt;NFTs represent a unique type of decentralized network – one that is open and decentralized, and not one that is tied to central banks or centralized banks. Their purpose is not to represent traditional financial instruments, like stock or bonds, but to protect the integrity of decentralized digital assets.&lt;p&gt;&lt;p&gt;That said, NFTs are also used by professional organizations to provide protection, security and fairness for asset owners in the crypto space. The purpose of a blockchain is to ensure compliance with the legal obligations of a corporation, not the ability to issue a security token.&lt;p&gt;&lt;p&gt;The NFT space is expanding quickly. NFT adoption is accelerating, but decentralized autonomous organizations (DAOs) are still not mainstream enough. It’s becoming a question of what are the next mainstream decentralized applications and how do we best manage the growing demand for these new applications.&lt;p&gt;']"
0,1," Hackers Can Buy Bitcoin, Ether, Other Digital Assets on the Blockchain ","['&lt;p&gt;An anonymous hacker has begun stealing more than 100,000 bitcoin, ether and other assets from over 100,000 merchants in an effort to gain access to digital assets, according to the firm known as Hacking Team.&lt;p&gt;&lt;p&gt;Read more: Coinbase Acquires Bitcoin and Other Assets in an Attempt to Gain Access to Crypto&lt;p&gt; ']"
